1679558992,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559061,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559224,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559262,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559519,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559642,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559826,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679559898,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679560146,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679560178,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679560221,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679560878,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679643134,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679643192,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679643254,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679643444,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679643635,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679643741,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679644392,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679644463,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679644512,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679646494,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679646590,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679646670,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679646759,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679646954,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647051,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647111,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647151,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647393,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647486,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647679,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647748,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647790,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679647844,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679648604,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679648708,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679648739,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679648847,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679648915,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649186,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649220,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649364,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649489,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649536,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649608,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649672,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649825,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649891,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679649951,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650022,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650142,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650238,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650497,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650565,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650620,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650675,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650748,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650860,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650952,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
1679650975,2022-09-21,AT05516307,0,343.0,4262.601918449625,759.5355702247471,-82.18
